Order_ID,Order_Date,Delivery_Date,Product_Category,Product_Name,Quantity,Unit_Cost,Unit_Price,Discount_Pct,Revenue,Total_Cost,Profit,Profit_Margin_Pct,Lead_Time_Days,Delivery_Status,Supplier_Name,Supplier_Region,Warehouse_Location,Customer_Segment,Sales_Channel,Inventory_Level,Reorder_Point,Safety_Stock
ORD-00938,2023-02-02,2023-03-03,Fiber Cables,Armored Drop Cable,1,25.0,60.0,0,60.0,25.0,35.0,58.33,29,Delayed,Juniper Networks,North America,"Dallas, TX",Government,Value-Added Reseller,154,32,16
ORD-00939,2025-05-24,,Fiber Cables,Indoor Patch Cord 3m,2,3.0,8.0,0,16.0,6.0,10.0,62.5,46,Cancelled,Alcatel-Lucent,Europe,"Miami, FL",Government,Value-Added Reseller,368,28,27
ORD-00940,2025-04-10,2025-04-22,Network Equipment,Fiber Optic Terminal,2,600.0,1100.0,20,1760.0,1200.0,560.0,31.82,12,On Time,Cisco Systems,North America,"Miami, FL",Enterprise,Direct Sales,191,22,14
ORD-00941,2024-08-19,2024-11-16,Routers & Gateways,WiFi 7 Mesh Router,25,60.0,150.0,0,3750.0,1500.0,2250.0,60.0,89,Damaged,Samsung Networks,Asia,"Miami, FL",Enterprise,Online Portal,340,23,29
ORD-00942,2025-03-21,2025-05-14,Smartphones,Galaxy S24,10,450.0,799.0,5,7590.5,4500.0,3090.5,40.72,54,On Time,Samsung Networks,Asia,"Dallas, TX",Enterprise,Distributor,40,32,20
ORD-00943,2025-01-19,2025-03-25,Antennas,Parabolic Dish 0.6m,1,150.0,320.0,0,320.0,150.0,170.0,53.12,65,Damaged,Juniper Networks,North America,"Los Angeles, CA",Individual,Retail Partner,226,25,26
ORD-00944,2023-07-12,,Smartphones,Galaxy S24,1,450.0,799.0,10,719.1,450.0,269.1,37.42,18,Cancelled,Corning Optical,North America,"Chicago, IL",Enterprise,Direct Sales,83,32,30
ORD-00945,2025-04-24,2025-06-06,Batteries & Power,Battery Rack 48V 100Ah,2,900.0,1600.0,0,3200.0,1800.0,1400.0,43.75,43,Delayed,CommScope Inc,North America,"Chicago, IL",Individual,Retail Partner,3,40,18
ORD-00946,2023-01-13,2023-03-01,SIM Cards,IoT M2M SIM,1,0.8,3.0,15,2.55,0.8,1.75,68.63,47,On Time,Cisco Systems,North America,"Denver, CO",Enterprise,Distributor,394,49,21
ORD-00947,2024-01-15,2024-03-05,Antennas,Parabolic Dish 0.6m,10,150.0,320.0,15,2720.0,1500.0,1220.0,44.85,50,On Time,CommScope Inc,North America,"Seattle, WA",Government,Distributor,279,43,16
ORD-00948,2024-04-19,2024-05-27,Network Equipment,Edge Router CR-5,1,2100.0,3800.0,0,3800.0,2100.0,1700.0,44.74,38,On Time,Alcatel-Lucent,Europe,"Seattle, WA",Government,Distributor,384,32,23
ORD-00949,2024-03-20,2024-05-04,Smartphones,iPhone 16,25,550.0,999.0,0,24975.0,13750.0,11225.0,44.94,45,On Time,Qualcomm Supply,North America,"Denver, CO",Government,Direct Sales,94,26,13
ORD-00950,2025-04-29,2025-06-12,Smartphones,OnePlus 13,5,420.0,749.0,10,3370.5,2100.0,1270.5,37.69,44,On Time,Foxconn Telecom,Asia,"Denver, CO",SME,Retail Partner,249,39,25
ORD-00951,2024-09-14,,Fiber Cables,Indoor Patch Cord 3m,200,3.0,8.0,5,1520.0,600.0,920.0,60.53,35,Cancelled,Ericsson AB,Europe,"Dallas, TX",Government,Distributor,221,233,135
ORD-00952,2023-05-13,2023-06-21,Smartphones,Pixel 9 Pro,10,500.0,899.0,15,7641.5,5000.0,2641.5,34.57,39,On Time,Corning Optical,North America,"Denver, CO",Enterprise,Value-Added Reseller,191,45,14
ORD-00953,2024-12-05,2024-12-24,SIM Cards,Enterprise Multi-IMSI,500,2.0,8.0,20,3200.0,1000.0,2200.0,68.75,19,On Time,Alcatel-Lucent,Europe,"Chicago, IL",SME,Retail Partner,975,825,153
ORD-00954,2024-05-15,2024-07-17,Routers & Gateways,Industrial IoT Gateway,5,180.0,390.0,10,1755.0,900.0,855.0,48.72,63,Damaged,ZTE Corp,Asia,"Chicago, IL",SME,Online Portal,261,48,13
ORD-00955,2024-02-03,2024-03-07,Fiber Cables,Multi-Mode OM4 1km,10,40.0,95.0,20,760.0,400.0,360.0,47.37,33,Delayed,Cobham Wireless,Europe,"Newark, NJ",Enterprise,Distributor,242,27,17
ORD-00956,2024-05-11,2024-07-03,Antennas,Omni 5G Antenna,2,80.0,190.0,0,380.0,160.0,220.0,57.89,53,Delayed,Cobham Wireless,Europe,"Los Angeles, CA",Government,Retail Partner,490,49,29
ORD-00957,2024-03-09,2024-03-11,Routers & Gateways,Home Gateway HG-1,2,25.0,65.0,10,117.0,50.0,67.0,57.26,2,On Time,Corning Optical,North America,"Newark, NJ",SME,Distributor,104,24,19
ORD-00958,2024-10-02,2024-11-02,Smartphones,Galaxy S24,10,450.0,799.0,0,7990.0,4500.0,3490.0,43.68,31,On Time,ZTE Corp,Asia,"Seattle, WA",SME,Distributor,388,30,13
ORD-00959,2023-01-18,2023-02-19,SIM Cards,Roaming SIM Pro,2,1.2,5.0,0,10.0,2.4,7.6,76.0,32,Damaged,Siemens Networks,Europe,"Los Angeles, CA",SME,Retail Partner,244,31,14
ORD-00960,2024-09-19,2024-09-23,SIM Cards,Roaming SIM Pro,5,1.2,5.0,0,25.0,6.0,19.0,76.0,4,On Time,CommScope Inc,North America,"Denver, CO",SME,Retail Partner,165,38,28
ORD-00961,2023-06-05,2023-06-25,Smartphones,Xiaomi 14 Pro,1,380.0,649.0,0,649.0,380.0,269.0,41.45,20,On Time,Foxconn Telecom,Asia,"Dallas, TX",Enterprise,Online Portal,386,31,21
ORD-00962,2024-12-12,2025-01-06,SIM Cards,5G SIM eSIM,2,0.5,2.5,0,5.0,1.0,4.0,80.0,25,Delayed,Alcatel-Lucent,Europe,"Atlanta, GA",Individual,Distributor,229,25,13
ORD-00963,2023-02-13,,Batteries & Power,Small Cell UPS,1,450.0,820.0,25,615.0,450.0,165.0,26.83,20,Cancelled,Samsung Networks,Asia,"Chicago, IL",Individual,Direct Sales,70,36,20
ORD-00964,2024-11-16,2024-12-17,SIM Cards,Roaming SIM Pro,25,1.2,5.0,0,125.0,30.0,95.0,76.0,31,On Time,Honor Devices,Asia,"Newark, NJ",Individual,Direct Sales,18,26,17
ORD-00965,2023-06-05,2023-07-11,Routers & Gateways,SD-WAN Appliance,1,400.0,850.0,0,850.0,400.0,450.0,52.94,36,On Time,CommScope Inc,North America,"Los Angeles, CA",Individual,Online Portal,321,43,29
ORD-00966,2023-12-01,2024-01-16,SIM Cards,Prepaid SIM Kit,5,0.3,1.5,0,7.5,1.5,6.0,80.0,46,Delayed,Huawei Tech,Asia,"Newark, NJ",Government,Online Portal,14,34,29
ORD-00967,2025-02-16,2025-04-24,Antennas,Parabolic Dish 0.6m,25,150.0,320.0,5,7600.0,3750.0,3850.0,50.66,67,Damaged,Foxconn Telecom,Asia,"Dallas, TX",SME,Online Portal,184,34,11
ORD-00968,2023-08-10,2023-09-07,Antennas,Directional Panel Antenna,5,120.0,280.0,0,1400.0,600.0,800.0,57.14,28,On Time,Nokia Solutions,Europe,"Atlanta, GA",Government,Direct Sales,167,34,22
ORD-00969,2023-04-20,2023-04-30,Routers & Gateways,WiFi 7 Mesh Router,100,60.0,150.0,0,15000.0,6000.0,9000.0,60.0,10,On Time,CommScope Inc,North America,"Chicago, IL",Enterprise,Value-Added Reseller,25,22,45
ORD-00970,2024-10-23,2024-11-29,Smartphones,Pixel 9 Pro,2,500.0,899.0,0,1798.0,1000.0,798.0,44.38,37,Damaged,Samsung Networks,Asia,"Atlanta, GA",Government,Online Portal,143,33,30
ORD-00971,2023-05-04,2023-07-06,Smartphones,Pixel 9 Pro,25,500.0,899.0,0,22475.0,12500.0,9975.0,44.38,63,Damaged,Nokia Solutions,Europe,"Newark, NJ",Individual,Online Portal,89,20,13
ORD-00972,2024-12-20,2025-02-01,Smartphones,iPhone 16,5,550.0,999.0,0,4995.0,2750.0,2245.0,44.94,43,Delayed,Corning Optical,North America,"Newark, NJ",Government,Direct Sales,110,22,22
ORD-00973,2023-02-15,2023-04-16,Antennas,DAS Indoor Antenna,1,35.0,85.0,0,85.0,35.0,50.0,58.82,60,On Time,Alcatel-Lucent,Europe,"Los Angeles, CA",Enterprise,Value-Added Reseller,245,26,18
ORD-00974,2025-01-02,2025-01-14,Smartphones,Pixel 9 Pro,200,500.0,899.0,20,143840.0,100000.0,43840.0,30.48,12,On Time,Samsung Networks,Asia,"Denver, CO",Individual,Online Portal,376,253,130
ORD-00975,2024-02-21,2024-03-11,Routers & Gateways,WiFi 7 Mesh Router,2,60.0,150.0,0,300.0,120.0,180.0,60.0,19,On Time,Corning Optical,North America,"Los Angeles, CA",Government,Retail Partner,239,31,19
ORD-00976,2024-01-03,2024-02-19,Network Equipment,Fiber Optic Terminal,10,600.0,1100.0,0,11000.0,6000.0,5000.0,45.45,47,On Time,Ericsson AB,Europe,"Newark, NJ",SME,Retail Partner,276,47,15
ORD-00977,2023-05-23,2023-06-22,Smartphones,Pixel 9 Pro,5,500.0,899.0,0,4495.0,2500.0,1995.0,44.38,30,Delayed,Qualcomm Supply,North America,"Miami, FL",SME,Value-Added Reseller,41,46,23
ORD-00978,2024-12-01,2024-12-24,Smartphones,Xiaomi 14 Pro,5,380.0,649.0,0,3245.0,1900.0,1345.0,41.45,23,On Time,Cisco Systems,North America,"Newark, NJ",SME,Online Portal,166,43,21
ORD-00979,2023-08-20,2023-10-18,Routers & Gateways,SD-WAN Appliance,5,400.0,850.0,0,4250.0,2000.0,2250.0,52.94,59,Delayed,Honor Devices,Asia,"Miami, FL",Individual,Direct Sales,366,20,26
ORD-00980,2025-04-25,2025-05-10,Batteries & Power,Lithium Backup 48V,5,320.0,580.0,0,2900.0,1600.0,1300.0,44.83,15,On Time,CommScope Inc,North America,"Chicago, IL",Individual,Retail Partner,49,50,16
ORD-00981,2023-05-02,2023-06-07,Smartphones,Galaxy S24,1,450.0,799.0,10,719.1,450.0,269.1,37.42,36,Delayed,Cisco Systems,North America,"Dallas, TX",Government,Distributor,357,39,19
ORD-00982,2024-05-26,2024-06-14,SIM Cards,Roaming SIM Pro,2,1.2,5.0,25,7.5,2.4,5.1,68.0,19,On Time,Juniper Networks,North America,"Atlanta, GA",Individual,Direct Sales,358,35,22
ORD-00983,2024-01-25,2024-01-31,Batteries & Power,Battery Rack 48V 100Ah,25,900.0,1600.0,0,40000.0,22500.0,17500.0,43.75,6,Delayed,Corning Optical,North America,"Miami, FL",Individual,Direct Sales,243,28,27
ORD-00984,2023-09-05,,Smartphones,Galaxy S24,1,450.0,799.0,0,799.0,450.0,349.0,43.68,40,Cancelled,Cisco Systems,North America,"Seattle, WA",Individual,Retail Partner,17,30,19
ORD-00985,2024-05-29,2024-07-03,Routers & Gateways,SD-WAN Appliance,1,400.0,850.0,0,850.0,400.0,450.0,52.94,35,Delayed,Huawei Tech,Asia,"Atlanta, GA",Individual,Direct Sales,410,49,27
ORD-00986,2023-02-10,2023-03-24,Antennas,Omni 5G Antenna,2,80.0,190.0,25,285.0,160.0,125.0,43.86,42,On Time,Nokia Solutions,Europe,"Seattle, WA",Government,Online Portal,79,50,12
ORD-00987,2023-12-15,2024-02-13,Network Equipment,Fiber Optic Terminal,5,600.0,1100.0,10,4950.0,3000.0,1950.0,39.39,60,Delayed,Ericsson AB,Europe,"Newark, NJ",SME,Online Portal,365,34,13
ORD-00988,2024-01-11,2024-02-09,Smartphones,iPhone 16,1,550.0,999.0,0,999.0,550.0,449.0,44.94,29,On Time,Corning Optical,North America,"Atlanta, GA",Individual,Distributor,268,48,21
ORD-00989,2023-03-31,2023-05-07,Antennas,Parabolic Dish 0.6m,1,150.0,320.0,0,320.0,150.0,170.0,53.12,37,On Time,Alcatel-Lucent,Europe,"Denver, CO",Enterprise,Direct Sales,124,49,14
ORD-00990,2023-09-27,,Smartphones,Galaxy S24,1,450.0,799.0,0,799.0,450.0,349.0,43.68,34,Cancelled,Qualcomm Supply,North America,"Seattle, WA",Government,Value-Added Reseller,336,25,28
ORD-00991,2023-03-03,2023-05-07,Fiber Cables,Single-Mode OS2 1km,5,55.0,120.0,10,540.0,275.0,265.0,49.07,65,Delayed,Nokia Solutions,Europe,"Denver, CO",Enterprise,Retail Partner,4,29,14
ORD-00992,2023-04-12,2023-05-04,SIM Cards,IoT M2M SIM,50,0.8,3.0,0,150.0,40.0,110.0,73.33,22,On Time,Foxconn Telecom,Asia,"Seattle, WA",Individual,Online Portal,321,89,14
ORD-00993,2024-10-03,2024-11-16,Network Equipment,Base Station BTS,50,8500.0,15000.0,5,712500.0,425000.0,287500.0,40.35,44,Damaged,Cobham Wireless,Europe,"Dallas, TX",SME,Online Portal,208,27,37
ORD-00994,2024-09-21,2024-10-29,Smartphones,Pixel 9 Pro,25,500.0,899.0,15,19103.75,12500.0,6603.75,34.57,38,On Time,Alcatel-Lucent,Europe,"Chicago, IL",SME,Distributor,386,40,15
ORD-00995,2024-07-29,2024-08-09,Network Equipment,Edge Router CR-5,5,2100.0,3800.0,0,19000.0,10500.0,8500.0,44.74,11,On Time,Foxconn Telecom,Asia,"Atlanta, GA",Individual,Direct Sales,201,28,24
ORD-00996,2025-02-14,2025-04-12,Antennas,Massive MIMO Array,2,2500.0,4800.0,0,9600.0,5000.0,4600.0,47.92,57,On Time,Siemens Networks,Europe,"Seattle, WA",Individual,Distributor,402,38,14
ORD-00997,2023-10-05,2023-11-16,Fiber Cables,Armored Drop Cable,1,25.0,60.0,0,60.0,25.0,35.0,58.33,42,On Time,Cobham Wireless,Europe,"Dallas, TX",Government,Retail Partner,463,30,17
ORD-00998,2024-03-10,2024-04-30,Routers & Gateways,WiFi 7 Mesh Router,2,60.0,150.0,15,255.0,120.0,135.0,52.94,51,On Time,Juniper Networks,North America,"Newark, NJ",Government,Value-Added Reseller,313,48,14
ORD-00999,2024-08-18,2024-09-22,Batteries & Power,Small Cell UPS,1,450.0,820.0,0,820.0,450.0,370.0,45.12,35,On Time,Corning Optical,North America,"Miami, FL",SME,Distributor,370,43,19
ORD-01000,2024-02-06,2024-03-28,Antennas,Directional Panel Antenna,1,120.0,280.0,0,280.0,120.0,160.0,57.14,51,On Time,Nokia Solutions,Europe,"Seattle, WA",Government,Online Portal,74,28,29
ORD-01001,2025-04-11,2025-05-04,Smartphones,Pixel 9 Pro,1,500.0,899.0,0,899.0,500.0,399.0,44.38,23,On Time,Juniper Networks,North America,"Atlanta, GA",Enterprise,Online Portal,281,38,18
ORD-01002,2024-02-01,2024-02-23,Routers & Gateways,Enterprise Core Router,2,2800.0,5200.0,20,8320.0,5600.0,2720.0,32.69,22,On Time,Juniper Networks,North America,"Dallas, TX",Individual,Distributor,92,23,21
ORD-01003,2025-01-30,2025-03-12,Batteries & Power,Lithium Backup 48V,1,320.0,580.0,5,551.0,320.0,231.0,41.92,41,On Time,Corning Optical,North America,"Newark, NJ",SME,Direct Sales,456,41,28
ORD-01004,2023-08-25,2023-09-10,Smartphones,Galaxy S24,1,450.0,799.0,0,799.0,450.0,349.0,43.68,16,On Time,CommScope Inc,North America,"Newark, NJ",Individual,Online Portal,292,44,18
ORD-01005,2023-07-28,2023-09-02,Routers & Gateways,Industrial IoT Gateway,50,180.0,390.0,25,14625.0,9000.0,5625.0,38.46,36,On Time,CommScope Inc,North America,"Chicago, IL",SME,Distributor,488,40,15
ORD-01006,2023-09-05,2023-10-23,Routers & Gateways,Enterprise Core Router,500,2800.0,5200.0,20,2080000.0,1400000.0,680000.0,32.69,48,Damaged,Samsung Networks,Asia,"Chicago, IL",Individual,Online Portal,572,129,11
ORD-01007,2025-05-17,2025-05-24,Network Equipment,Microwave Link,2,3200.0,5800.0,0,11600.0,6400.0,5200.0,44.83,7,On Time,Alcatel-Lucent,Europe,"Chicago, IL",SME,Direct Sales,378,48,22
ORD-01008,2023-01-22,2023-03-13,Batteries & Power,Battery Rack 48V 100Ah,25,900.0,1600.0,15,34000.0,22500.0,11500.0,33.82,50,On Time,Foxconn Telecom,Asia,"Denver, CO",Government,Retail Partner,105,31,14
ORD-01009,2023-11-18,2023-12-26,Antennas,Omni 5G Antenna,10,80.0,190.0,0,1900.0,800.0,1100.0,57.89,38,On Time,Nokia Solutions,Europe,"Denver, CO",SME,Online Portal,148,48,17
ORD-01010,2024-12-31,2025-01-20,Fiber Cables,ADSS Cable 1km,50,70.0,150.0,0,7500.0,3500.0,4000.0,53.33,20,On Time,Corning Optical,North America,"Chicago, IL",Enterprise,Distributor,195,22,41
ORD-01011,2024-05-05,2024-06-03,Fiber Cables,Indoor Patch Cord 3m,100,3.0,8.0,15,680.0,300.0,380.0,55.88,29,On Time,Nokia Solutions,Europe,"Newark, NJ",Government,Retail Partner,264,173,77
ORD-01012,2023-04-05,2023-05-23,Batteries & Power,Tower Power Cabinet,50,1800.0,3200.0,0,160000.0,90000.0,70000.0,43.75,48,On Time,Ericsson AB,Europe,"Chicago, IL",Enterprise,Online Portal,268,52,38
ORD-01013,2024-06-17,2024-07-07,Network Equipment,Microwave Link,1,3200.0,5800.0,0,5800.0,3200.0,2600.0,44.83,20,On Time,Huawei Tech,Asia,"Denver, CO",Government,Online Portal,26,38,30
ORD-01014,2024-09-09,2024-09-24,Batteries & Power,Tower Power Cabinet,2,1800.0,3200.0,0,6400.0,3600.0,2800.0,43.75,15,On Time,Nokia Solutions,Europe,"Chicago, IL",Enterprise,Online Portal,418,45,15
ORD-01015,2025-03-16,2025-04-19,Routers & Gateways,Home Gateway HG-1,25,25.0,65.0,0,1625.0,625.0,1000.0,61.54,34,Damaged,Nokia Solutions,Europe,"Los Angeles, CA",SME,Online Portal,139,36,10
ORD-01016,2023-09-05,2023-10-23,Routers & Gateways,Enterprise Core Router,100,2800.0,5200.0,0,520000.0,280000.0,240000.0,46.15,48,On Time,Samsung Networks,Asia,"Seattle, WA",SME,Online Portal,142,138,41
ORD-01017,2023-05-20,2023-07-01,Fiber Cables,Multi-Mode OM4 1km,10,40.0,95.0,0,950.0,400.0,550.0,57.89,42,Delayed,Honor Devices,Asia,"Atlanta, GA",Enterprise,Distributor,281,37,22
ORD-01018,2024-02-22,2024-03-18,Routers & Gateways,SD-WAN Appliance,200,400.0,850.0,0,170000.0,80000.0,90000.0,52.94,25,On Time,Cobham Wireless,Europe,"Denver, CO",Government,Value-Added Reseller,37,125,28
ORD-01019,2023-11-19,2023-12-26,Routers & Gateways,Industrial IoT Gateway,50,180.0,390.0,20,15600.0,9000.0,6600.0,42.31,37,On Time,Alcatel-Lucent,Europe,"Newark, NJ",Government,Direct Sales,326,38,38
ORD-01020,2023-01-17,2023-02-15,Batteries & Power,Battery Rack 48V 100Ah,25,900.0,1600.0,0,40000.0,22500.0,17500.0,43.75,29,Damaged,CommScope Inc,North America,"Denver, CO",SME,Online Portal,249,32,24
ORD-01021,2023-10-30,2023-12-23,Antennas,DAS Indoor Antenna,2,35.0,85.0,10,153.0,70.0,83.0,54.25,54,Damaged,Ericsson AB,Europe,"Chicago, IL",SME,Direct Sales,446,33,12
ORD-01022,2023-12-06,2023-12-29,Routers & Gateways,Industrial IoT Gateway,2,180.0,390.0,0,780.0,360.0,420.0,53.85,23,On Time,Ericsson AB,Europe,"Seattle, WA",Enterprise,Retail Partner,51,24,27
ORD-01023,2025-03-28,2025-05-12,SIM Cards,5G SIM eSIM,1,0.5,2.5,25,1.88,0.5,1.38,73.4,45,On Time,Ericsson AB,Europe,"Seattle, WA",Individual,Retail Partner,167,29,21
ORD-01024,2025-04-24,2025-06-10,Smartphones,Xiaomi 14 Pro,5,380.0,649.0,0,3245.0,1900.0,1345.0,41.45,47,Delayed,Alcatel-Lucent,Europe,"Atlanta, GA",Enterprise,Online Portal,73,24,16
ORD-01025,2023-07-19,2023-09-03,Smartphones,Xiaomi 14 Pro,2,380.0,649.0,0,1298.0,760.0,538.0,41.45,46,Delayed,Samsung Networks,Asia,"Newark, NJ",Enterprise,Online Portal,218,37,28
ORD-01026,2023-06-19,2023-08-07,SIM Cards,IoT M2M SIM,1,0.8,3.0,5,2.85,0.8,2.05,71.93,49,On Time,Alcatel-Lucent,Europe,"Dallas, TX",SME,Distributor,342,34,20
ORD-01027,2023-06-09,2023-08-13,Routers & Gateways,Industrial IoT Gateway,50,180.0,390.0,0,19500.0,9000.0,10500.0,53.85,65,Delayed,Cobham Wireless,Europe,"Miami, FL",Government,Value-Added Reseller,115,22,37
ORD-01028,2023-04-20,2023-06-03,Fiber Cables,Armored Drop Cable,2,25.0,60.0,0,120.0,50.0,70.0,58.33,44,Delayed,Alcatel-Lucent,Europe,"Atlanta, GA",Government,Retail Partner,237,48,14
ORD-01029,2023-09-06,2023-09-26,Smartphones,Xiaomi 14 Pro,5,380.0,649.0,0,3245.0,1900.0,1345.0,41.45,20,On Time,Alcatel-Lucent,Europe,"Miami, FL",Government,Direct Sales,160,49,11
ORD-01030,2023-08-30,2023-10-29,Fiber Cables,Indoor Patch Cord 3m,25,3.0,8.0,20,160.0,75.0,85.0,53.12,60,On Time,ZTE Corp,Asia,"Miami, FL",Enterprise,Retail Partner,220,47,17
ORD-01031,2023-03-26,2023-04-04,SIM Cards,IoT M2M SIM,10,0.8,3.0,10,27.0,8.0,19.0,70.37,9,On Time,CommScope Inc,North America,"Denver, CO",Enterprise,Direct Sales,252,48,12
ORD-01032,2024-11-13,2024-12-27,Batteries & Power,Tower Power Cabinet,1000,1800.0,3200.0,10,2880000.0,1800000.0,1080000.0,37.5,44,On Time,Huawei Tech,Asia,"Newark, NJ",Government,Retail Partner,1268,696,112
ORD-01033,2023-10-01,2023-11-16,Smartphones,Xiaomi 14 Pro,1,380.0,649.0,5,616.55,380.0,236.55,38.37,46,Delayed,Huawei Tech,Asia,"Denver, CO",Individual,Direct Sales,425,39,19
ORD-01034,2023-08-18,2023-09-10,Network Equipment,5G Small Cell,5,1200.0,2200.0,0,11000.0,6000.0,5000.0,45.45,23,On Time,Honor Devices,Asia,"Dallas, TX",Individual,Value-Added Reseller,173,41,15
ORD-01035,2025-04-06,2025-05-11,Antennas,DAS Indoor Antenna,25,35.0,85.0,0,2125.0,875.0,1250.0,58.82,35,Delayed,CommScope Inc,North America,"Newark, NJ",Individual,Distributor,123,34,14
ORD-01036,2025-01-10,2025-02-12,Antennas,Directional Panel Antenna,1,120.0,280.0,5,266.0,120.0,146.0,54.89,33,Delayed,Samsung Networks,Asia,"Seattle, WA",SME,Online Portal,367,35,23
ORD-01037,2024-11-02,2024-11-16,Fiber Cables,Single-Mode OS2 1km,100,55.0,120.0,0,12000.0,5500.0,6500.0,54.17,14,On Time,Corning Optical,North America,"Newark, NJ",SME,Distributor,98,108,18
ORD-01038,2025-03-13,2025-04-08,Smartphones,Galaxy S24,50,450.0,799.0,0,39950.0,22500.0,17450.0,43.68,26,On Time,Nokia Solutions,Europe,"Seattle, WA",Individual,Distributor,167,74,30
ORD-01039,2023-06-01,2023-06-07,Batteries & Power,Battery Rack 48V 100Ah,50,900.0,1600.0,10,72000.0,45000.0,27000.0,37.5,6,On Time,Alcatel-Lucent,Europe,"Dallas, TX",Individual,Retail Partner,309,83,27
ORD-01040,2023-01-03,2023-02-04,Network Equipment,Base Station BTS,2,8500.0,15000.0,0,30000.0,17000.0,13000.0,43.33,32,Delayed,CommScope Inc,North America,"Miami, FL",Government,Retail Partner,103,26,14
ORD-01041,2024-04-10,2024-05-14,SIM Cards,Enterprise Multi-IMSI,2,2.0,8.0,0,16.0,4.0,12.0,75.0,34,On Time,Corning Optical,North America,"Chicago, IL",Individual,Direct Sales,386,34,11
ORD-01042,2024-08-08,2024-09-11,SIM Cards,Prepaid SIM Kit,1,0.3,1.5,0,1.5,0.3,1.2,80.0,34,Delayed,Foxconn Telecom,Asia,"Denver, CO",Individual,Value-Added Reseller,230,28,19
ORD-01043,2024-06-27,2024-07-24,Antennas,Omni 5G Antenna,25,80.0,190.0,0,4750.0,2000.0,2750.0,57.89,27,On Time,CommScope Inc,North America,"Denver, CO",Government,Direct Sales,203,20,23
ORD-01044,2024-08-17,2024-09-13,Smartphones,Galaxy S24,25,450.0,799.0,25,14981.25,11250.0,3731.25,24.91,27,On Time,Ericsson AB,Europe,"Newark, NJ",Enterprise,Distributor,399,23,17
ORD-01045,2024-05-06,2024-06-04,Fiber Cables,ADSS Cable 1km,25,70.0,150.0,10,3375.0,1750.0,1625.0,48.15,29,Delayed,Foxconn Telecom,Asia,"Dallas, TX",Government,Online Portal,336,29,18
ORD-01046,2024-12-09,,Fiber Cables,Multi-Mode OM4 1km,100,40.0,95.0,10,8550.0,4000.0,4550.0,53.22,55,Cancelled,Ericsson AB,Europe,"Newark, NJ",Government,Value-Added Reseller,447,51,10
ORD-01047,2023-05-05,2023-06-13,Network Equipment,5G Small Cell,25,1200.0,2200.0,0,55000.0,30000.0,25000.0,45.45,39,On Time,Nokia Solutions,Europe,"Dallas, TX",Individual,Retail Partner,62,35,29
ORD-01048,2025-04-03,2025-04-14,SIM Cards,5G SIM eSIM,2,0.5,2.5,10,4.5,1.0,3.5,77.78,11,On Time,Nokia Solutions,Europe,"Newark, NJ",Enterprise,Value-Added Reseller,82,36,27
ORD-01049,2023-04-17,2023-05-25,Network Equipment,Fiber Optic Terminal,1000,600.0,1100.0,0,1100000.0,600000.0,500000.0,45.45,38,On Time,Ericsson AB,Europe,"Miami, FL",Individual,Distributor,778,1291,662
ORD-01050,2024-10-19,2024-11-27,Fiber Cables,ADSS Cable 1km,25,70.0,150.0,10,3375.0,1750.0,1625.0,48.15,39,Damaged,Juniper Networks,North America,"Seattle, WA",Individual,Retail Partner,231,26,10
ORD-01051,2025-06-01,2025-07-25,Routers & Gateways,Industrial IoT Gateway,1,180.0,390.0,0,390.0,180.0,210.0,53.85,54,Delayed,Siemens Networks,Europe,"Denver, CO",Enterprise,Retail Partner,287,44,13
ORD-01052,2023-09-09,2023-10-18,Routers & Gateways,WiFi 7 Mesh Router,5,60.0,150.0,0,750.0,300.0,450.0,60.0,39,Delayed,CommScope Inc,North America,"Dallas, TX",Enterprise,Retail Partner,19,47,13
ORD-01053,2023-12-15,,Smartphones,Pixel 9 Pro,10,500.0,899.0,0,8990.0,5000.0,3990.0,44.38,28,Cancelled,CommScope Inc,North America,"Denver, CO",SME,Retail Partner,499,36,21
ORD-01054,2023-05-21,2023-06-26,Smartphones,OnePlus 13,2,420.0,749.0,5,1423.1,840.0,583.1,40.97,36,On Time,ZTE Corp,Asia,"Miami, FL",SME,Direct Sales,499,28,20
ORD-01055,2025-02-11,2025-04-20,SIM Cards,5G SIM eSIM,1,0.5,2.5,5,2.38,0.5,1.88,78.99,68,Delayed,Samsung Networks,Asia,"Newark, NJ",Government,Value-Added Reseller,152,49,27
ORD-01056,2023-10-03,,Antennas,Massive MIMO Array,1,2500.0,4800.0,0,4800.0,2500.0,2300.0,47.92,18,Cancelled,ZTE Corp,Asia,"Denver, CO",Enterprise,Retail Partner,301,20,13
ORD-01057,2024-07-28,2024-08-20,Fiber Cables,Single-Mode OS2 1km,5,55.0,120.0,0,600.0,275.0,325.0,54.17,23,On Time,Cisco Systems,North America,"Newark, NJ",SME,Value-Added Reseller,94,40,28
ORD-01058,2023-01-06,2023-03-28,Antennas,Omni 5G Antenna,10,80.0,190.0,10,1710.0,800.0,910.0,53.22,81,Damaged,Qualcomm Supply,North America,"Los Angeles, CA",SME,Distributor,406,43,16
ORD-01059,2023-05-20,2023-07-19,Fiber Cables,ADSS Cable 1km,1,70.0,150.0,0,150.0,70.0,80.0,53.33,60,Damaged,Juniper Networks,North America,"Chicago, IL",Government,Retail Partner,137,27,29
